StudentID,Grade,Class,MLAT_T1_Total,MLAT_T2_Total,MLAT_T3_Total,PLAB_T1_Total,PLAB_T2_Total,PLAB_T3_Total,GEFT_T1_Total,Eng_T1_ScoreListening,Eng_T1_ScoreTotal,Eng_T1_ScoreUse,Eng_T2_CTest_Total,Eng_T2_CTestRS_Total,Eng_T3_CTest_Total,Eng_T3_CTestRS_Total,LOC_T1_Total.ss,extrinsic_school_T1_Total.ss,extrinsic_leisure_T1_Total.ss,intrinsic_T1_Total.ss,lingua_franca_T1_Total.ss,anxiety_T1_Total.ss,selfconcept_eng_T1_Total.ss,selfconcept_ger_T1_Total.ss,parental_encouragement_T1_Total.ss,teacher_motivation_T1_Total.ss,dedication_T1_Total.ss,extrinsic_school_T2_Total.ss,extrinsic_leisure_T2_Total.ss,intrinsic_T2_Total.ss,lingua_franca_T2_Total.ss,anxiety_T2_Total.ss,selfconcept_eng_T2_Total.ss,selfconcept_ger_T2_Total.ss,parental_encouragement_T2_Total.ss,teacher_motivation_T2_Total.ss,dedication_T2_Total.ss,future_self_T2_Total.ss,extrinsic_school_T3_Total.ss,extrinsic_leisure_T3_Total.ss,intrinsic_T3_Total.ss,lingua_franca_T3_Total.ss,anxiety_T3_Total.ss,selfconcept_eng_T3_Total.ss,selfconcept_ger_T3_Total.ss,parental_encouragement_T3_Total.ss,teacher_motivation_T3_Total.ss,dedication_T3_Total.ss,future_self_T3_Total.ss,ses_T1_Total.ss
5.22.08,5,22,18,22,22,3,6,12,6,36,46,56,10.4,10,14,13.6,0.35,2,2,2.5,3.25,1,4,3.75,2.8,3.4,3.5,3.3333333333333335,4,3.5,4,1,4,4,1.6666666666666667,3.75,3.75,4,3.6666666666666665,2,3.5,4,1.2,4,3.75,2.6666666666666665,2.75,3,4,0.8916666666666667
5.22.09,5,22,24,21,21,6,5,6,8,80,65,49,9.4,7.8,11.4,9.8,0.3,1,2,3.25,3.25,1,3.3333333333333335,3.25,2.6,3.8,3.5,2.6666666666666665,2,3,3.5,1,4,3,3.6666666666666665,4,3.75,3.6666666666666665,2.6666666666666665,1.6666666666666667,2.5,3.25,1,3.3333333333333335,3,3,3.75,3.5,4,0.7166666666666667
5.22.10,5,22,22,23,23,10,6,14,17,80,65,49,15,13.6,18.8,16.8,0.35,2.3333333333333335,1.3333333333333333,3,3.5,1.2,4,3.25,3.6,3.6,4,4,2.6666666666666665,4,3.25,1,4,3.5,NaN,NaN,4,4,2.3333333333333335,3,4,3.5,1.4,4,3.25,3,3.75,3.25,4,0.975
5.22.11,5,22,6,NA,24,6,NA,14,5,43,34,24,NA,NA,14.8,14.4,0.5,4,2.6666666666666665,3.25,2.75,3.2,3.3333333333333335,3.75,3.2,3.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,2,2,3,3.2,2.3333333333333335,3,3.6666666666666665,3,2.75,2,0.5645833333333333
5.22.12,5,22,17,23,25,10,11,9,14,50,46,42,13.4,11,14.2,11.8,0.4,2,3,2.5,4,1.6,3.3333333333333335,3.25,3,2.75,3,2,1,1,3,2.4,2.6666666666666665,4,1.3333333333333333,1.25,2,2.6666666666666665,2,2.6666666666666665,2,2.75,2.6,3,4,2,2,2,4,0.8476190476190476
5.22.15,5,22,10,20,22,6,8,7,3,62,46,30,7.4,5.6,7.8,7,0.3,2.6666666666666665,3,3,2.75,2.4,2.6666666666666665,3,3,3.4,2.75,2,2.6666666666666665,3.5,2.75,2.2,2.3333333333333335,2.75,2.5,3,3,3,1.6666666666666667,2.6666666666666665,3,3,2.2,2.3333333333333335,2.75,2.6666666666666665,3.25,2.5,4,0.8708333333333333
5.22.16,5,22,7,NA,NA,7,NA,NA,3,46,44,42,NA,NA,NA,NA,0.65,3.6666666666666665,2.6666666666666665,1.75,3.25,3.4,1,3,2.6,3,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5944444444444444
5.22.17,5,22,22,26,27,8,15,15,6,81,80,79,NA,NA,19.6,19.2,0.5,3.6666666666666665,2,3.5,3,2.4,3.6666666666666665,2.75,3.6,3.6,3,3,2,4,3,2,4,3,3.3333333333333335,3.5,3.25,3.6666666666666665,2,1.3333333333333333,3.5,3.75,1.6,4,3.25,4,3.25,3.5,4,0.9375
5.22.18,5,22,23,20,26,7,8,11,8,81,72,63,14.2,14,14.8,14.2,0.25,3.3333333333333335,1.6666666666666667,3,4,1.4,3.6666666666666665,4,3.6,3.2,2.75,2.6666666666666665,2,2,3.5,1.6,3.3333333333333335,4,2,3,3.25,4,2.3333333333333335,1.3333333333333333,3,3.5,1,3.3333333333333335,3.75,1.6666666666666667,3,2.5,3.6666666666666665,0.85
5.22.20,5,22,20,22,28,6,6,13,5,73,61,48,14,13.6,15.4,14.6,0.45,2.3333333333333335,2.6666666666666665,2.75,3.75,2.4,3.3333333333333335,4,3.2,3.4,3.75,1.6666666666666667,3,3.5,3.75,1.8,2.6666666666666665,3.25,2.6666666666666665,2.75,3.5,3.6666666666666665,1.3333333333333333,2.3333333333333335,3,3.75,1,3.6666666666666665,3.75,3,4,3,4,0.8604166666666667
5.22.21,5,22,21,20,21,5,6,11,5,49,50,52,8,6.4,9.2,6.6,0.4,2.3333333333333335,1,1,3.75,3,2.3333333333333335,3.5,2.4,3,2.5,3.6666666666666665,2,1,3.25,2,3,3.25,3.3333333333333335,2.75,2,1.6666666666666667,3.3333333333333335,1,1,3.25,3.6,1.3333333333333333,4,1,1,1,1,0.7458333333333333
5.22.23,5,22,19,21,23,6,5,7,5,50,50,49,11.2,10,11.8,10,0.6,1.6666666666666667,2,1.75,4,4,2.3333333333333335,2.25,2.6,3.4,3,4,1,1,2.5,4,1.6666666666666667,2,1.3333333333333333,3,3.25,2,3,1,1,2.75,4,2,2.25,1,2.5,2.5,2,0.41458333333333336
5.23.01,5,23,18,13,NA,8,6,NA,0,61,50,39,9,8.4,NA,NA,0.15,3,3,4,4,1,3.6666666666666665,4,4,4,4,3,1.6666666666666667,3.5,3.5,1.2,3.6666666666666665,3.5,3.6666666666666665,4,3.75,3.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9375
5.23.02,5,23,21,20,22,13,10,15,13,80,80,80,15,14.4,17.4,17,0.15,2.6666666666666665,1,3.25,2.75,1.6,2.6666666666666665,3,2.6,2.6,2.75,3.6666666666666665,1,2.5,3,2.2,2,3,1.3333333333333333,2.75,3.25,3,2.6666666666666665,1.6666666666666667,2.5,2.75,1.2,1.6666666666666667,2.75,2,2.25,3,3,0.8541666666666666
5.23.03,5,23,11,12,NA,4,10,NA,0,NA,NA,NA,10.8,10.6,NA,NA,0.35,2.6666666666666665,1,3.75,2.75,1,4,3.25,3.6,3.4,3.75,3.3333333333333335,3,4,3.75,3,4,3.75,2.6666666666666665,4,4,3.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6708333333333334
5.23.04,5,23,14,19,22,9,4,11,4,31,31,31,8.4,7.4,10,8.8,0.3,3.6666666666666665,3.3333333333333335,2.25,3.25,2.8,2,2,3.8,3,3.25,3.5,3.3333333333333335,2.5,4,1.6,4,2.5,3.6666666666666665,3.25,3,4,3.3333333333333335,3,2.5,3.5,1.6,3,2.6666666666666665,3.6666666666666665,2.25,2.75,3.3333333333333335,0.5145833333333333
5.23.05,5,23,5,11,4,6,2,5,5,19,21,24,7,6,7.2,6.6,0.5555555555555556,3.6666666666666665,3.3333333333333335,3,3.5,3,3.3333333333333335,3,3.6,3.4,3.5,3.6666666666666665,4,3.5,3.25,3.8,2.3333333333333335,3.75,3.6666666666666665,3.75,3.75,3.6666666666666665,3.3333333333333335,4,2,4,3.8,2.6666666666666665,4,3.3333333333333335,3,3.25,4,0.40625
5.23.06,5,23,9,20,17,7,3,4,5,61,57,52,8.2,7,10,9.2,0.2,3.3333333333333335,4,3.5,3.5,2,3,2.75,3.2,4,4,2.6666666666666665,2.3333333333333335,3,3,1.6,3,2.5,2.6666666666666665,3,2.75,3,2.6666666666666665,2.6666666666666665,3,3.25,1.4,3,2.75,3,3,3,3,0.6952380952380952
5.23.07,5,23,16,20,25,6,5,8,4,20,27,35,5.8,4.4,4.4,3.6,0.8,3.6666666666666665,4,1.5,3.25,2.4,1.3333333333333333,2.5,4,3.4,3,3.6666666666666665,3.6666666666666665,3.5,3.25,2.2,2.6666666666666665,2.5,3,3.75,3.25,3.3333333333333335,3.6666666666666665,3.6666666666666665,1,3.75,3.8,2.3333333333333335,2.5,1,1,2.5,2.3333333333333335,0.9
5.23.08,5,23,20,24,21,1,9,10,2,67,53,39,10,8.6,10.4,8.8,0.3,1.6666666666666667,3.3333333333333335,2.25,4,1.6,3.3333333333333335,3,2.8,4,3.25,2.3333333333333335,3,2.5,4,1.4,3.6666666666666665,3.25,4,4,2.5,4,2.6666666666666665,3,2.5,4,1.8,3.3333333333333335,3.5,3,3,3.5,4,0.35555555555555557
5.23.09,5,23,10,5,8,8,7,4,0,68,53,38,9,7.6,9.4,8.8,0.4,3,3.3333333333333335,3.25,4,1.2,3,3.25,3,3.4,4,3.6666666666666665,3.6666666666666665,4,4,1.2,3.6666666666666665,3,2.6666666666666665,4,3.75,3.6666666666666665,1.6666666666666667,2,2.5,2.75,1.6,2.6666666666666665,3,2.3333333333333335,3,2.75,3,0.79375
5.23.10,5,23,20,26,26,9,11,8,4,63,56,50,9,8.6,13.8,12.4,0.4,1.6666666666666667,2,2,3.75,1.8,2.6666666666666665,2,3.8,3.8,3.5,1.3333333333333333,2.3333333333333335,2.5,4,1.8,2.6666666666666665,3,4,3.75,3.75,3.6666666666666665,1.6666666666666667,2.3333333333333335,2,4,2.2,3,3,4,4,3.5,3.6666666666666665,0.89375
5.23.11,5,23,13,22,20,6,3,7,7,NA,NA,15,9.8,8.4,9.8,8.6,0.45,3.3333333333333335,4,3.75,3.25,1.8,3,2.75,3,3.8,3.25,3.5,4,3,4,1.2,3.6666666666666665,3,3,4,3.75,4,2.6666666666666665,2.3333333333333335,3,4,1.8,3,2,2.3333333333333335,2.75,2.75,3,0.6520833333333333
5.23.12,5,23,24,24,25,6,7,13,0,65,69,72,11.6,11.2,12.4,11.8,0.55,2.3333333333333335,2,2.25,3.75,2.8,2,3,3.6,3,3.25,3.3333333333333335,1,1.5,3,3.2,2.3333333333333335,2.75,2.6666666666666665,2.25,3,3,3.6666666666666665,1.6666666666666667,1,2.75,3.4,1.6666666666666667,2.75,3.3333333333333335,1.5,2.5,3.6666666666666665,0.9
5.23.13,5,23,6,15,25,7,8,6,2,61,46,32,11,9.8,9.6,9.4,0.4,2,2,2.25,3.25,1.8,3.6666666666666665,3,3.8,4,3.5,2.3333333333333335,2,3,3.75,1.8,3.6666666666666665,3.5,4,3.25,4,4,1,1.6666666666666667,1,3.75,1.2,3.3333333333333335,1,3.6666666666666665,1,3,4,0.580952380952381
5.23.15,5,23,20,22,26,6,4,7,6,65,62,60,10.8,9.8,13.8,13,0.55,3.3333333333333335,2.6666666666666665,4,3.5,1.4,4,3.5,3.4,4,4,3.6666666666666665,3,4,3.75,1,4,3.5,3,4,4,4,1.3333333333333333,2.3333333333333335,4,3.75,1,4,2.5,2.6666666666666665,3.75,4,4,0.8666666666666667
5.23.18,5,23,7,12,12,7,5,6,3,74,63,53,12,11,15,13.6,0.3,2,2.3333333333333335,3.5,3.5,1.2,4,3.25,3.2,4,3.25,2,2,3.5,3.75,1.4,4,3.75,3,3.25,3.5,4,1.3333333333333333,1,3,3.25,1,4,3.25,2.6666666666666665,2.5,3.25,4,0.6020833333333333
5.23.19,5,23,25,22,27,4,14,15,15,81,81,81,19.8,19.4,19.4,19.4,0.3,2.3333333333333335,1.3333333333333333,1.5,3.25,1.6,3.6666666666666665,2.5,3.8,1.4,2.25,2,3.3333333333333335,3,3.75,2,3.3333333333333335,2.25,3.3333333333333335,1.5,2,4,1,1.6666666666666667,2.5,3,1.6,4,2.5,3,1,1.25,3.3333333333333335,0.8520833333333333
5.23.20,5,23,24,27,15,7,8,10,5,81,76,72,12.8,12.8,14.8,14.4,0.35,2.3333333333333335,1,3.25,3,1,4,3,3.6,3.4,4,1.3333333333333333,1,2.5,3,1,3.3333333333333335,3,1.6666666666666667,4,4,4,1,1,3,2.75,1,4,2.25,2.6666666666666665,1,3.6666666666666665,4,0.825
5.23.21,5,23,23,24,22,5,11,8,4,61,55,49,12.4,11.8,11.8,11.4,0.6,1,3.6666666666666665,2.5,3.75,2.8,3,4,3,3.2,3,2,3,2,2.5,2.4,3,4,2,2.25,2.75,2.6666666666666665,2,2.6666666666666665,2,2,2.2,4,3.75,2,2.75,2.25,2.6666666666666665,0.5604166666666667
5.23.22,5,23,18,NA,22,6,NA,9,0,79,63,47,NA,NA,14,13.6,0.2,3.3333333333333335,3,3.25,3,2.4,3,3.5,3.6,3.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6666666666666667,1,1,3.75,3.6,1.3333333333333333,2.5,3,1.5,2.5,3,0.9375
5.25.01,5,25,16,20,22,6,11,9,2,76,72,69,10.4,9.6,12.4,11.6,0.35,2.6666666666666665,4,3.25,4,2.2,4,3,2.8,2.8,3.75,3.3333333333333335,3.6666666666666665,2.5,3.75,3.6,4,3.25,3.6666666666666665,3.5,3.25,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.5,3.5,3.2,3.6666666666666665,3,2,3,3,3.3333333333333335,0.7416666666666667
5.25.04,5,25,19,22,18,9,12,14,8,78,52,25,10.4,7.2,11.2,10.4,0.15,2.6666666666666665,1.6666666666666667,2.75,3.3333333333333335,1.6,2.3333333333333335,3,3.6,3.6,3.75,1.5,1.3333333333333333,1.5,3.25,2.2,2.3333333333333335,4,4,3,4,3,1.6666666666666667,2,1,4,1.6,2.3333333333333335,3,4,2.25,3.75,4,0.90625
5.25.05,5,25,22,21,21,6,7,9,4,63,56,49,10.2,9,11.8,11,0.25,3.3333333333333335,1.6666666666666667,2.5,3.5,1.8,3.6666666666666665,3.75,3.2,2.6,3,3.3333333333333335,3.3333333333333335,4,3.25,2,3.3333333333333335,3.5,4,2.5,4,2.3333333333333335,2,1,2.5,3.75,2.6,3,3.75,2.6666666666666665,2.25,3.5,2.3333333333333335,0.9375
5.25.09,5,25,9,9,4,3,4,6,2,69,47,24,4.2,3.4,7.4,7,NA,4,2,3.75,3,1.6,4,4,NaN,NaN,3.5,3.3333333333333335,4,4,3.75,2.2,4,3.5,4,4,4,4,1.3333333333333333,3,4,2.5,1.2,4,3.5,4,4,3.75,4,0.4770833333333333
5.25.10,5,25,6,5,7,4,4,2,0,41,41,42,6.8,5.4,6.6,5.2,0.5,3.6666666666666665,2.3333333333333335,3.25,3.75,1,3,3.25,3.6,3.8,3.25,2.3333333333333335,3,3,4,1.2,3,3,3,3,3,4,3.6666666666666665,2.3333333333333335,3,4,1.8,3.3333333333333335,3,3.6666666666666665,3,3,4,0.63
5.25.11,5,25,21,15,24,7,11,4,5,30,31,31,8.2,7.6,11,9.8,0.5,3.6666666666666665,3.3333333333333335,2.75,4,2,3,2.5,3.6,3.4,3.25,2.6666666666666665,3,2,4,2,3.3333333333333335,3.75,2,3.25,3.5,3.6666666666666665,2.6666666666666665,4,3,3.75,2,3,3,4,2.5,3,4,0.6958333333333333
5.25.13,5,25,11,23,23,8,10,9,1,43,40,37,11,9.6,13,12,0.4,4,3,3.25,3.25,1.4,3.6666666666666665,3.25,3.4,3.8,3.75,2,2.6666666666666665,4,4,1.4,3.6666666666666665,3.25,2.3333333333333335,3.5,3.25,4,2,3.6666666666666665,4,3.75,1.8,4,4,2.3333333333333335,2.5,3,4,0.4875
5.25.17,5,25,22,23,NA,11,10,NA,9,81,81,81,17.8,15.6,NA,NA,0.35,3.6666666666666665,3.3333333333333335,4,3.75,1.4,4,3,4,3.4,3.75,3.3333333333333335,2.3333333333333335,4,3.75,1,4,3,3.6666666666666665,2.75,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875
5.25.19,5,25,18,22,27,5,8,11,3,67,66,65,13.2,12.2,16,14.2,0.3,2.6666666666666665,2.3333333333333335,2.25,3.75,2.8,3,2,3.5,3,2.6666666666666665,2.3333333333333335,3,2.5,3.75,2.4,3,2.25,2,3,3,3,1.6666666666666667,3,4,3.75,2.8,4,2.5,3,3,3.25,4,0.15416666666666667
5.25.20,5,25,17,19,26,6,11,7,4,38,33,28,5.8,5.2,8,7.4,0.25,2.6666666666666665,2,3,4,2,3,3.25,3.2,4,3.75,2,1,2.5,3.25,1.6,3,2.75,2,3.5,3.5,3.6666666666666665,1.6666666666666667,1,2,3.75,2.2,2.6666666666666665,3,2,3.25,3.75,4,0.8458333333333333
5.25.21,5,25,21,24,22,8,13,14,12,78,64,49,12.2,11.8,13.6,13.2,0.45,4,4,3.25,4,2,3.6666666666666665,3.5,3.4,3.2,4,2.6666666666666665,3.3333333333333335,2,3.5,1.2,2.6666666666666665,3.5,3.6666666666666665,3,3.5,3.6666666666666665,3,3,1.5,3.75,1.2,3.3333333333333335,4,2.3333333333333335,2.25,3.75,3.3333333333333335,0.88125
5.31.01,5,31,19,19,22,7,5,4,5,81,80,78,16.8,14.2,18,16.2,0.2631578947368421,2,3,3.25,4,1,4,3,2.5,4,3.75,3,3.3333333333333335,3.5,4,1,4,3.5,2.6666666666666665,3.25,4,3.6666666666666665,2.5,2.6666666666666665,3,3,2,4,3,3,3,3.5,4,0.7354166666666667
5.31.03,5,31,20,NA,NA,5,NA,NA,4,81,69,56,NA,NA,NA,NA,0.15,1,1.6666666666666667,4,3,1.4,4,3.75,3.6,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
5.31.04,5,31,16,NA,12,2,NA,7,3,50,43,36,NA,NA,12,10.6,0.35,1.3333333333333333,2.6666666666666665,3.75,3.75,1.6,3.3333333333333335,3,3,3.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3333333333333335,3.6666666666666665,4,3.75,1.4,3.6666666666666665,2.25,3,4,4,4,0.8354166666666667
5.31.05,5,31,18,20,20,4,5,13,6,80,66,51,12,11.2,14.8,14.2,0.25,2.3333333333333335,2.6666666666666665,3.5,3.75,2.2,2.6666666666666665,2.75,3.4,2.4,3.25,1.3333333333333333,1.6666666666666667,3.5,3.25,1.6,2.3333333333333335,3,2.6666666666666665,4,3.5,3.6666666666666665,2,2,3.5,3,2,2.6666666666666665,3,2.3333333333333335,4,3.25,4,0.9125
5.31.06,5,31,26,24,27,7,11,15,7,80,71,62,16.6,15.8,16.8,16.4,0.2,2,1,3,2.75,1.2,4,4,3,3.4,2.5,2,2,3.5,3.5,1,4,3.75,2.3333333333333335,4,3.75,4,2,1,3.5,3.25,1,4,4,1,3.75,3.5,4,0.8
5.31.07,5,31,22,19,22,5,5,8,5,80,65,51,12.4,10.4,14.6,13.2,0.05263157894736842,1,1.6666666666666667,3,3.25,1.8,2.3333333333333335,2,3.6,3.8,3.5,2.3333333333333335,1,2,3,1.6,3,2.75,3.6666666666666665,4,3.25,3,1,1.3333333333333333,2,2.25,1.25,3,2.25,3.3333333333333335,4,2.75,2.6666666666666665,0.88125
5.31.08,5,31,25,21,23,4,6,12,6,69,65,62,11.2,10.2,12.4,11.6,0.2631578947368421,2.3333333333333335,1.6666666666666667,3.75,3.5,1.6,3,3.5,3.6,3.6,3.75,2.3333333333333335,2,3.5,4,1.2,3.3333333333333335,4,3,4,3.75,4,2.3333333333333335,1.6666666666666667,3.5,3.75,1.6,3.6666666666666665,4,2.6666666666666665,2.75,3.5,4,1
5.31.09,5,31,25,24,25,11,13,14,9,80,77,75,15.8,15.2,18.2,17.8,0.1,2,1.6666666666666667,4,4,1,2.6666666666666665,3.5,2.4,4,3.75,2,1.6666666666666667,4,4,1,2.6666666666666665,3.25,2,4,3.75,4,2,2.6666666666666665,3,4,1.6,3,3.5,1.6666666666666667,3.5,3.25,4,0.96875
5.31.10,5,31,17,25,19,3,5,9,1,80,68,56,13.8,12.2,17.6,15.4,0.15,2,3,2,4,1.2,3,2.75,3.6,4,4,2.3333333333333335,3.3333333333333335,3.5,3.75,2.2,3.6666666666666665,2,2.3333333333333335,4,3.5,4,2.6666666666666665,4,4,4,1.4,4,2.75,3.3333333333333335,4,4,4,0.6041666666666666
5.31.11,5,31,25,NA,24,12,NA,13,13,80,76,71,NA,NA,16.6,14.8,0.4,2.6666666666666665,2.3333333333333335,2,3.75,1.2,2,2.75,3.2,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.6666666666666667,2,4,1.4,3,3.75,3.3333333333333335,3.75,3,3.6666666666666665,0.975
5.31.12,5,31,19,22,21,7,2,9,10,80,77,74,12.4,10.8,16,13.4,0.25,1.6666666666666667,2.3333333333333335,3.5,3.5,2,3.3333333333333335,3.25,2.6,4,3.5,1.6666666666666667,1,3,3.75,2.2,3.3333333333333335,2.25,2,4,3.75,3.6666666666666665,2,1.6666666666666667,3.5,3.75,2,3,3.25,2,3.75,3.5,3.6666666666666665,0.9083333333333333
5.31.13,5,31,21,14,16,2,3,2,7,76,64,52,13.2,12.2,13.2,12.4,0.1,1.3333333333333333,2,3.25,3.5,1.6,3.3333333333333335,3.25,2.4,4,3.25,1,1.6666666666666667,2.5,3.75,1,3.6666666666666665,2.25,2,4,3.5,4,2.5,2,2.5,4,1.2,4,2.25,3,4,3.3333333333333335,4,0.9291666666666667
5.31.14,5,31,20,22,23,5,4,14,6,55,53,52,12.2,11.8,14,12.6,0.6363636363636364,2.6666666666666665,2,2.75,3.25,3,2,2.75,2.6,3.2,3.25,2.6666666666666665,3.3333333333333335,3,3.75,2.5,2.6666666666666665,2.75,3,3.75,3.75,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.5,4,3.6,2,3,2,2.5,2.75,3,1
5.31.15,5,31,2,5,8,3,5,4,4,39,35,31,8,7.2,6.8,5.2,0.75,4,2.3333333333333335,3.25,4,2.6,3.3333333333333335,2.5,4,4,3.75,4,2,4,4,2.4,3.3333333333333335,3.25,4,4,3.75,4,3,2.6666666666666665,2.5,4,2.8,3.3333333333333335,2.25,4,3.5,4,4,0.78125
5.31.16,5,31,6,18,NA,3,3,NA,6,73,57,42,11.2,10,NA,NA,0.2,1.3333333333333333,2.3333333333333335,3.5,3.75,1,3.5,2.75,3.5,4,3.75,1.6666666666666667,3.3333333333333335,4,4,1.2,3.6666666666666665,3.25,2.3333333333333335,3.75,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90625
5.31.17,5,31,20,19,20,4,6,6,9,80,77,74,15.8,14.4,17,15.2,0.3,1.6666666666666667,1.6666666666666667,3.5,4,1,4,2.5,3.2,4,4,2.6666666666666665,2,3,3.75,1,3,2.25,3.3333333333333335,3.5,3.75,4,2,1.3333333333333333,3,4,1,4,2.5,3,3.5,3.5,4,1
5.31.18,5,31,19,26,21,6,3,7,7,38,55,73,10,8.6,11.4,10.2,0.2,1,4,3.3333333333333335,4,1.4,3,3.5,4,3.8,3.75,4,3.6666666666666665,1,4,2.8,2,2,3.6666666666666665,3.75,3.25,3.6666666666666665,3,4,1,4,1.4,2,2,2.6666666666666665,2.75,2,3,1
5.31.19,5,31,25,21,25,9,12,12,10,79,78,76,14.2,13.6,15.8,15.4,0.45,2,1.6666666666666667,2,3.25,1.6,2.6666666666666665,2.25,3.2,3.2,2.75,1.6666666666666667,2,1.5,3.25,1.4,2.6666666666666665,2,2,4,2.75,3.6666666666666665,2,2.3333333333333335,2,3,1.4,3,2.5,2.3333333333333335,1.5,2,2.6666666666666665,0.91875
5.31.20,5,31,16,16,19,8,5,14,6,39,52,65,9.8,8.6,11.6,10.6,0.3,2.3333333333333335,3.6666666666666665,2,3.75,2.8,3.3333333333333335,2.5,4,4,3,2.6666666666666665,3.6666666666666665,3.5,3.5,3.2,2,2.75,2,3.5,3,3.6666666666666665,1.6666666666666667,4,2.5,4,1,2.6666666666666665,2.5,2.6666666666666665,3.25,3.75,4,0.3904761904761905
5.31.21,5,31,24,18,8,5,4,4,6,33,48,64,7.2,6.6,9,8.2,0.45,2.3333333333333335,2,2.25,3.25,2.8,2.6666666666666665,1.75,3.4,3.5,3.5,2.6666666666666665,2,2.5,4,1.8,3.3333333333333335,2,3.6666666666666665,3.75,3.75,3.3333333333333335,3,3,1.5,3.75,2.2,3.6666666666666665,1.5,3.6666666666666665,2.25,4,3.6666666666666665,0.675
5.31.22,5,31,24,NA,NA,6,NA,NA,6,80,77,73,NA,NA,NA,NA,0.2631578947368421,1.6666666666666667,2.3333333333333335,3.5,4,1.4,3.6666666666666665,3,3.6,4,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5.31.23,5,31,8,23,21,4,7,15,7,80,65,49,11.4,10.6,14.6,13.4,0.25,3,1.6666666666666667,3.25,4,1,3.6666666666666665,4,3.4,4,4,3,1.5,2.5,3.5,1,3,4,3.3333333333333335,4,3.5,4,2.6666666666666665,1.6666666666666667,2.5,3,1,3.6666666666666665,3,3.6666666666666665,3.5,3.5,4,0.96875
5.31.25,5,31,20,10,10,5,8,4,5,70,60,50,8.2,7.8,13.4,12.8,0.4,1,1,2.25,2.5,1,3.3333333333333335,3,3.2,3.4,3,1,1.6666666666666667,1.5,4,1,3.3333333333333335,3,3,2.5,3.5,4,1.6666666666666667,1.6666666666666667,2.5,3.5,1,4,3,1.6666666666666667,4,3.25,4,0.9375
5.32.01,5,32,23,25,22,4,9,6,0,NA,NA,32,11.2,10.2,11.2,10.2,0.8,3.3333333333333335,3.6666666666666665,2.25,3.75,1.4,3,2.75,3.6,3.4,3,3.6666666666666665,4,2,4,1,2.3333333333333335,3,3,3.25,2.75,3.3333333333333335,3,1.6666666666666667,2,3.25,1.8,3.3333333333333335,3,4,3,2.75,2.3333333333333335,0.54375
5.32.02,5,32,8,10,14,7,3,4,0,47,55,62,9.6,9.2,11.2,10.6,0.4,3,3.6666666666666665,3.5,3,2,3,2,3.6,3.4,3.75,3.6666666666666665,2.6666666666666665,3,2.5,1.6,3,2.75,3,3.25,3,3,3.6666666666666665,3.3333333333333335,2.5,3.5,2.6,3.3333333333333335,2.75,3.6666666666666665,3,3.75,3.6666666666666665,0.7145833333333333
5.32.03,5,32,18,20,21,7,5,4,8,63,65,68,12.6,11.8,14.4,13.8,0.6,2.6666666666666665,2.3333333333333335,2,3,2.6,2.3333333333333335,2.75,2.6,3,2.75,2.3333333333333335,2.6666666666666665,2.5,3,1.2,3,2.5,2.6666666666666665,3.5,3,3,2.3333333333333335,3.6666666666666665,2.5,3,2.2,2.3333333333333335,2.75,2,4,3.5,2.6666666666666665,0.4458333333333333
5.32.04,5,32,20,24,20,6,3,7,3,31,31,31,8.4,6,NA,NA,0.2,3,1.6666666666666667,2.25,2.5,2.2,2.3333333333333335,2.75,3,3,3,2.3333333333333335,2,2.5,3.75,2.5,2.3333333333333335,3,3.3333333333333335,2.75,3,2.3333333333333335,3,2.6666666666666665,2,3.5,3.8,2.6666666666666665,3,3,2.5,2.5,3,0.6833333333333333
5.32.05,5,32,19,20,19,8,3,10,0,69,63,57,15,13,15,13.6,0.25,2,3,2.75,3.75,1.4,3.3333333333333335,3.25,3.8,3.4,4,3.6666666666666665,3.3333333333333335,3.5,3.75,1.6,3.3333333333333335,2.75,3.6666666666666665,3,4,4,2.6666666666666665,3.3333333333333335,2.5,3.75,1.6,3.6666666666666665,3.25,3.6666666666666665,3.25,3.75,3.6666666666666665,0.8604166666666667
